,Unnamed: 0,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
102,13345,33774,Unisex,Accessories,Headwear,Caps,Black,Summer,2011.0,Casual,Puma Unisex Black Cap,33774.jpg
103,13369,22606,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,Nike Unisex Active White Cap,22606.jpg
104,13573,44621,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Casual,Nike Unisex Green Daybreak Cap,44621.jpg
105,13612,30592,Unisex,Accessories,Headwear,Caps,Olive,Summer,2012.0,Sports,Nike Unisex Federer Olive Cap,30592.jpg
106,13675,18902,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex Black Cap,18902.jpg
107,13892,38565,Men,Accessories,Headwear,Caps,White,Summer,2012.0,Casual,Nike Men White Bull Logo Cap,38565.jpg
108,14166,18995,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex Woolie Navy Blue Cap,18995.jpg
109,14850,15025,Men,Accessories,Headwear,Caps,White,Fall,2011.0,Sports,ADIDAS Men Solid White Caps,15025.jpg
110,15105,19885,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,ADIDAS Originals Unisex Black Cap,19885.jpg
111,15350,3436,Unisex,Accessories,Headwear,Caps,Red,Summer,2011.0,Sports,Reebok Royal Challengers Bangalore Fangear Red Cap,3436.jpg
112,15466,30593,Unisex,Accessories,Headwear,Caps,White,Summer,2012.0,Sports,Nike Unisex Tennis White Cap,30593.jpg
113,15632,30594,Unisex,Accessories,Headwear,Caps,Green,Summer,2012.0,Sports,Nike Unisex Rafa Bull Logo Green Cap,30594.jpg
114,15703,33775,Women,Accessories,Headwear,Caps,Pink,Summer,2011.0,Casual,Puma Women Conrad Reversible Pink Beanie Cap,33775.jpg
115,15734,34796,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Hat,34796.jpg
116,15766,29029,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2014.0,Casual,ADIDAS Unisex Corps Navy Blue Cap,29029.jpg
117,15806,18904,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,ADIDAS Originals Unisex Adicolor Navy Blue Cap,18904.jpg
118,16053,41535,Men,Accessories,Headwear,Caps,Navy Blue,Summer,2012.0,Casual,Basics Men Navy Blue Baseball Cap,41535.jpg
119,16283,49793,Men,Accessories,Headwear,Caps,Yellow,Summer,2012.0,Casual,Flying Machine Men Yellow Cap,49793.jpg
120,16534,22636,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Nike Unisex Blue & Brown Striped Cap,22636.jpg
121,16557,49794,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Flying Machine Men Black Cap,49794.jpg
122,16975,3740,Men,Accessories,Headwear,Caps,Black,Fall,2010.0,Sports,ADIDAS Men Pune Warriors Match Black Cap,3740.jpg
123,17222,24216,Unisex,Accessories,Headwear,Caps,Red,Summer,2012.0,Sports,Nike Unisex Arsenal Red Football Cap,24216.jpg
124,17418,48537,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Wrangler Men Red Check Cap,48537.jpg
125,17489,49247,Men,Accessories,Headwear,Caps,Brown,Fall,2012.0,Casual,Arrow Men Brown Cap,49247.jpg
126,17499,24220,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Blue Tennis Cap,24220.jpg
127,17501,40765,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Quiksilver Men Black Cap,40765.jpg
128,17725,49240,Men,Accessories,Headwear,Caps,Blue,Fall,2012.0,Casual,Arrow Men Blue Cap,49240.jpg
129,17777,19968,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,United Colors of Benetton Men Solid Black Cap,19968.jpg
130,17942,39108,Girls,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Girls Blue Match Cap,39108.jpg
131,18281,58154,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Puma Men Blue Cap,58154.jpg
132,18357,18214,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,Manchester United Men Solid Navy Blue Cap,18214.jpg
133,18657,18213,Men,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Manchester United Men Solid Black Cap,18213.jpg
134,18732,58153,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Men Black Cap,58153.jpg
135,18745,25709,Unisex,Accessories,Headwear,Caps,Red,Summer,2012.0,Sports,ADIDAS Unisex Red Cap,25709.jpg
136,19021,29106,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Puma Unisex Graphic Black Cap,29106.jpg
137,19119,20047,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United Colors of Benetton Women Solid Blue Cap,20047.jpg
138,19543,49241,Men,Accessories,Headwear,Caps,Purple,Fall,2012.0,Casual,Arrow Men Purple Cap,49241.jpg
139,19568,19969,Men,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,United Colors of Benetton Men Solid Blue Cap,19969.jpg
140,19835,49246,Men,Accessories,Headwear,Caps,Red,Fall,2012.0,Casual,Arrow Men Red Cap,49246.jpg
141,19902,48536,Men,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Wrangler Men Grey Check Cap,48536.jpg
142,20000,19951,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,Puma Unisex Cat Logo Navy Blue Cap,19951.jpg
143,20075,10014,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Sports,Nike Unisex Feather lite Blue Caps,10014.jpg
144,20159,39107,Boys,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Mumbai Indians Boys Blue Match Cap,39107.jpg
145,20737,49248,Men,Accessories,Headwear,Caps,Black,Fall,2012.0,Casual,Arrow Men Black Cap,49248.jpg
146,21501,29107,Unisex,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Puma Unisex Heather Grey Cap,29107.jpg
147,21638,3340,Men,Accessories,Headwear,Caps,Blue,Fall,2010.0,Sports,ADIDAS Men Mumbai Indians Match Blue Cap,3340.jpg
148,21766,25708,Unisex,Accessories,Headwear,Caps,Black,Summer,2014.0,Sports,ADIDAS Unisex Black Cap,25708.jpg
149,21791,20048,Women,Accessories,Headwear,Caps,Green,Fall,2011.0,Casual,United Colors of Benetton Women Solid Green Cap,20048.jpg
150,21793,58152,Unisex,Accessories,Headwear,Caps,Navy Blue,Fall,2012.0,Casual,Puma Unisex Navy Blue Foundation Cap,58152.jpg
151,21863,18212,Men,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Manchester United Men Solid White Cap,18212.jpg
152,22266,13818,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2011.0,Casual,Proline Men Navy & Grey Colourblocked Beanie,13818.jpg
153,22374,40773,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Quiksilver Men Blue Firtsy Roundtails Cap,40773.jpg
154,22556,9434,Unisex,Accessories,Headwear,Caps,White,Fall,2011.0,Casual,Nike Unisex Rafa Bull Log White Caps,9434.jpg
155,22916,15540,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2011.0,Sports,Fila Unisex Solid Navy Blue Caps,15540.jpg
156,23398,40113,Unisex,Accessories,Headwear,Caps,Navy Blue,Spring,2013.0,Casual,ADIDAS Unisex Navy Blue Cap,40113.jpg
157,23440,40745,Women,Accessories,Headwear,Caps,White,Winter,2012.0,Casual,Roxy Women White Cap,40745.jpg
158,23448,3335,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,ADIDAS Kids-Unisex Mumbai Indians Team Blue Cap,3335.jpg
159,23624,49233,Men,Accessories,Headwear,Caps,Blue,Fall,2012.0,Casual,Arrow Men Blue Cap,49233.jpg
160,23795,20056,Women,Accessories,Headwear,Caps,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Grey Cap,20056.jpg
161,23811,49802,Men,Accessories,Headwear,Caps,Black,Winter,2015.0,Casual,Flying Machine Men Black Cap,49802.jpg
162,24003,38401,Unisex,Accessories,Headwear,Caps,Teal,Summer,2012.0,Sports,ADIDAS Pune Warriors Unisex Teal Match Cap,38401.jpg
163,24047,49234,Men,Accessories,Headwear,Caps,Yellow,Fall,2012.0,Casual,Arrow Men Yellow Cap,49234.jpg
164,24196,25711,Unisex,Accessories,Headwear,Caps,Pink,Summer,2012.0,Sports,ADIDAS Unisex Pink Cap,25711.jpg
165,24257,7732,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Puma Unisex Ducati Black Cap,7732.jpg
166,24646,58521,Men,Accessories,Headwear,Caps,Black,Fall,2012.0,Casual,Wildcraft Men Black Balaclava Cap,58521.jpg
167,24808,20060,Women,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,United Colors of Benetton Women Black Cap,20060.jpg
168,25013,40112,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,ADIDAS Unisex Black Cap,40112.jpg
169,25051,40744,Women,Accessories,Headwear,Caps,Blue,Winter,2012.0,Casual,Roxy Women Blue Cap,40744.jpg
170,25128,19971,Men,Accessories,Headwear,Caps,Purple,Fall,2011.0,Casual,United Colors of Benetton Men Solid Purple Cap,19971.jpg
171,25444,1656,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,Nike Unisex Odi Day Cap,1656.jpg
172,25458,40743,Women,Accessories,Headwear,Caps,Pink,Winter,2012.0,Casual,Roxy Women Pink Cap,40743.jpg
173,25887,13821,Men,Accessories,Headwear,Caps,Purple,Fall,2011.0,Casual,Proline Men Purple & Grey Striped Beanie,13821.jpg
174,26038,40772,Men,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,Quiksilver Men Red Firtsy Roundtails Cap,40772.jpg
175,26281,9435,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Nike Unisex FCB CORE Black Caps,9435.jpg
176,26479,41855,Men,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Probase Men Blue Cap,41855.jpg
177,26667,20061,Women,Accessories,Headwear,Caps,Grey,Fall,2011.0,Casual,United Colors of Benetton Women Solid Grey Cap,20061.jpg
178,26729,19741,Women,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,United Colors Of Benetton Women Black Cap,19741.jpg
179,27127,49235,Men,Accessories,Headwear,Caps,Navy Blue,Fall,2012.0,Casual,Arrow Men Navy Blue Cap,49235.jpg
180,27244,49804,Men,Accessories,Headwear,Caps,Khaki,Summer,2012.0,Casual,Flying Machine Men Khaki Cap,49804.jpg
181,27258,25710,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Sports,ADIDAS Unisex Blue Cap,25710.jpg
182,27698,7734,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Puma Unisex Ferrari Lifestyle Black Cap,7734.jpg
183,27733,20057,Women,Accessories,Headwear,Caps,Purple,Fall,2011.0,Casual,United Colors of Benetton Women Printed Purple Cap,20057.jpg
184,27755,16535,Women,Accessories,Headwear,Caps,Grey,Fall,2011.0,Casual,Probase Women Check Grey Cap,16535.jpg
185,27936,4453,Unisex,Accessories,Headwear,Caps,White,Summer,2011.0,Casual,Nike Unisex Rodger Federer White Grey Red Cap,4453.jpg
186,28506,36085,Unisex,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,OTLS Unisex Black Polo Cap,36085.jpg
187,28617,12680,Unisex,Accessories,Headwear,Caps,Navy Blue,Summer,2011.0,Casual,Probase Unisex Solid Navy Blue Caps,12680.jpg
188,28624,54095,Men,Accessories,Headwear,Caps,White,Fall,2012.0,Casual,Fila Men White Madson Cap,54095.jpg
189,28716,4039,Unisex,Accessories,Headwear,Caps,Blue,Summer,2011.0,Sports,Puma Unisex Rajasthan Royals Military Blue Cap,4039.jpg
190,28875,19439,Men,Accessories,Headwear,Caps,Black,Summer,2012.0,Casual,Quiksilver Men Black Qsacc Cap,19439.jpg
191,28881,10786,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,Nike Unisex Runng Black Caps,10786.jpg
192,28913,30147,Men,Accessories,Headwear,Caps,Grey,Summer,2012.0,Casual,Wrangler Men Grey Cap,30147.jpg
193,28942,36082,Unisex,Accessories,Headwear,Caps,Red,Summer,2012.0,Casual,OTLS Unisex Red Cap,36082.jpg
194,29099,38127,Unisex,Accessories,Headwear,Caps,Black,Summer,2015.0,Casual,Wildcraft Unisex Black Beanie,38127.jpg
195,29276,43071,Unisex,Accessories,Headwear,Caps,Blue,Summer,2012.0,Casual,Nike Unisex Blue FFF Cap,43071.jpg
196,29872,17955,Women,Accessories,Headwear,Caps,Blue,Fall,2011.0,Sports,Nike Women Stay Cool Blue Cap,17955.jpg
197,29905,29030,Unisex,Accessories,Headwear,Caps,White,Fall,2013.0,Casual,ADIDAS Unisex Corp White Cap,29030.jpg
198,29952,2358,Men,Accessories,Headwear,Caps,Red,Winter,2010.0,Sports,ADIDAS Red Men Cap,2358.jpg
199,30024,17532,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Sports,ADIDAS Unisex Sports Black Caps,17532.jpg
200,30214,44853,Unisex,Accessories,Headwear,Caps,Red,Summer,2010.0,Casual,Puma Unisex  Ferrari Lifestyle Cap,44853.jpg
201,30323,17952,Unisex,Accessories,Headwear,Caps,Blue,Fall,2011.0,Casual,Nike Unisex Knit Beanie Blue Skull Cap,17952.jpg
202,30354,13161,Unisex,Accessories,Headwear,Caps,Black,Fall,2011.0,Casual,Puma Unisex Unisex Cat Logo Black Caps,13161.jpg
203,30411,2360,Unisex,Accessories,Headwear,Caps,White,Summer,2011.0,Sports,ADIDAS White Cap,2360.jpg
