,id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,image
27,12538,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Casual,Puma Men Solid Blue Track Pants,12538.jpg
28,18002,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Sports,Puma Women Essential Skinny Black 3/4 Pant,18002.jpg
29,1638,Unisex,Apparel,Bottomwear,Swimwear,Blue,Fall,2010.0,Sports,Nabaiji Swimming Goggles Blue Black,1638.jpg
30,32903,Women,Apparel,Bottomwear,Shorts,Red,Summer,2012.0,Casual,Allen Solly Women Red Shorts,32903.jpg
31,56822,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,John Players Men Beige Shorts,56822.jpg
32,39381,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Party Black Jeans,39381.jpg
33,34203,Men,Apparel,Bottomwear,Track Pants,Charcoal,Winter,2013.0,Casual,Proline Men Charcoal Grey Track Pants,34203.jpg
34,27614,Men,Apparel,Bottomwear,Trousers,Beige,Summer,2012.0,Casual,Scullers Men Beige Trousers,27614.jpg
35,27426,Women,Apparel,Bottomwear,Shorts,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Shorts,27426.jpg
36,11520,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,United Colors of Benetton Women Denim Black Jeans,11520.jpg
37,32590,Women,Apparel,Bottomwear,Shorts,Brown,Summer,2012.0,Casual,ONLY Women Brown Shorts,32590.jpg
38,47153,Girls,Apparel,Bottomwear,Capris,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Capris,47153.jpg
39,17623,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Sports,ADIDAS Men Solid Grey Track Pant,17623.jpg
40,26164,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,26164.jpg
41,32564,Women,Apparel,Bottomwear,Trousers,Orange,Summer,2012.0,Casual,ONLY Women Orange Trousers,32564.jpg
42,34693,Girls,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Casual,Allen Solly Kids Girls Poplin Pink Shorts,34693.jpg
43,12163,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2011.0,Ethnic,Aurelia Women Solid Purple Leggings,12163.jpg
44,1607,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,Reebok Men trackpant- male Track Pants,1607.jpg
45,23072,Men,Apparel,Bottomwear,Trousers,Navy Blue,Winter,2014.0,Formal,Arrow Men Navy Blue Solid Trousers,23072.jpg
46,16368,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Peter England Men Stripes Charcoal Trouser,16368.jpg
47,10259,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Formal,John Miller Men Reglur Black Trousers,10259.jpg
48,31111,Boys,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Gini and Jony Boys Solid Black Jeans,31111.jpg
49,27622,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Casual,Scullers Men Grey Trousers,27622.jpg
50,11340,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Blue Chicago Fit Jeans,11340.jpg
51,28458,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Sports,Urban Yoga Women Blue Capris,28458.jpg
52,23044,Women,Apparel,Bottomwear,Leggings,Brown,Fall,2011.0,Casual,Arrow Woman Brown Jeggings,23044.jpg
53,30453,Men,Apparel,Bottomwear,Jeans,White,Summer,2012.0,Casual,Deni Yo Men White Jeans,30453.jpg
54,39388,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012.0,Casual,Peter England Men Black Jeans,39388.jpg
55,26152,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,26152.jpg
56,12155,Women,Apparel,Bottomwear,Leggings,Beige,Fall,2011.0,Ethnic,Aurelia Women Solid Beige Leggings,12155.jpg
57,29780,Men,Apparel,Bottomwear,Trousers,Black,Summer,2013.0,Casual,Basics Men Black Trousers,29780.jpg
58,28460,Women,Apparel,Bottomwear,Shorts,Pink,Summer,2012.0,Sports,Urban Yoga Women Pink Shorts,28460.jpg
59,23088,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Dk.Grey Brown Trousers,23088.jpg
60,53750,Women,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Casual,ADIDAS Women Dark Grey Track Pant,53750.jpg
61,26155,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Striped Grey Trousers,26155.jpg
62,23043,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2011.0,Casual,Arrow Woman Blue Jeggings,23043.jpg
63,10261,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2011.0,Formal,John Miller Men Slim Brown Trousers,10261.jpg
64,7707,Women,Apparel,Bottomwear,Jeans,Black,Fall,2011.0,Casual,Jealous 21 Women's Abbie Black Jegging,7707.jpg
65,51497,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Denizen Women Navy Blue Jeans,51497.jpg
66,27417,Women,Apparel,Bottomwear,Capris,Blue,Winter,2015.0,Casual,Jockey Women Blue Relaxed Capris,27417.jpg
67,27625,Men,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Scullers Men Grey Shorts,27625.jpg
68,11347,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans,11347.jpg
69,16506,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,16506.jpg
70,57136,Women,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,Elle Women Black Trousers,57136.jpg
71,31116,Boys,Apparel,Bottomwear,Shorts,Grey,Summer,2012.0,Casual,Gini and Jony Boys Grey Shorts,31116.jpg
72,13246,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Washed Blue Jeans,13246.jpg
73,15111,Men,Apparel,Bottomwear,Trousers,Coffee Brown,Fall,2011.0,Formal,Arrow Men Stripes Coffee Brown Trousers,15111.jpg
74,44581,Men,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2017.0,Casual,Lee Rinse Navy Blue Slim Fit Jeans,44581.jpg
75,4774,Women,Apparel,Bottomwear,Track Pants,Pink,Summer,2011.0,Sports,ADIDAS Women 3S Pink Track Pants,4774.jpg
76,14695,Men,Apparel,Bottomwear,Trousers,Black,Fall,2011.0,Casual,Basics Men Black Trousers,14695.jpg
77,3909,Women,Apparel,Bottomwear,Capris,Red,Summer,2011.0,Casual,Urban Yoga Women Yoga Red Capri,3909.jpg
78,51605,Women,Apparel,Bottomwear,Trousers,Black,Fall,2012.0,Casual,Kraus Jeans Women Black Trousers,51605.jpg
79,21586,Men,Apparel,Bottomwear,Jeans,Grey,Summer,2011.0,Casual,Locomotive Men Washed Grey Jeans,21586.jpg
80,34054,Boys,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Palm Tree Boys Washed Blue 3/4 Length Pants,34054.jpg
81,5004,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Delma Blue Kidswear,5004.jpg
82,33271,Girls,Apparel,Bottomwear,Skirts,Red,Summer,2012.0,Casual,Gini and Jony Girls Red Skirt,33271.jpg
83,27027,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Shorts,27027.jpg
84,50949,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2013.0,Casual,Lee Women Navy Blue Roxy Fit Jeans,50949.jpg
85,41007,Girls,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Shorts,41007.jpg
86,27215,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Doodle Kids Boy Striped Blue Shorts,27215.jpg
87,56847,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,John Players Men Blue Jeans,56847.jpg
88,29176,Boys,Apparel,Bottomwear,Shorts,Khaki,Summer,2012.0,Casual,United Colors of Benetton Boys Khaki Shorts,29176.jpg
89,48387,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,French Connection Men Blue Jeans,48387.jpg
90,50378,Women,Apparel,Bottomwear,Salwar and Dupatta,White,Summer,2012.0,Ethnic,Vishudh Women Red & White Salwar and Dupatta,50378.jpg
91,39122,Women,Apparel,Bottomwear,Leggings,Blue,Fall,2012.0,Casual,Aneri Women Blue Leggings,39122.jpg
92,46813,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt,46813.jpg
93,27018,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,27018.jpg
94,30893,Women,Apparel,Bottomwear,Patiala,White,Summer,2012.0,Ethnic,Fabindia Women Printed White & Blue Patiala,30893.jpg
95,34259,Men,Apparel,Bottomwear,Tracksuits,Grey,Summer,2012.0,Sports,Proline Men Grey Tracksuit,34259.jpg
96,58571,Men,Apparel,Bottomwear,Shorts,Black,Summer,2012.0,Casual,Puma Men Black Shorts,58571.jpg
97,44912,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Puma Men Black Track Pants,44912.jpg
98,20037,Women,Apparel,Bottomwear,Stockings,Black,Fall,2011.0,Casual,United Colors Of Benetton Women Black Tights,20037.jpg
99,4787,Men,Apparel,Bottomwear,Shorts,Black,Summer,2011.0,Sports,ADIDAS Men's Bas Esx Black Short,4787.jpg
100,41000,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Blue Shorts,41000.jpg
101,27020,Women,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Jealous 21 Women Navy Blue Jeans,27020.jpg
102,39328,Girls,Apparel,Bottomwear,Shorts,Green,Summer,2012.0,Casual,Gini and Jony Girls Green Shorts,39328.jpg
103,2226,Women,Apparel,Bottomwear,Track Pants,Black,Fall,2010.0,Sports,ADIDAS Women Black Tracksuit,2226.jpg
104,13671,Unisex,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Levis Kids Blue Solid Jean,13671.jpg
105,34053,Boys,Apparel,Bottomwear,Capris,Yellow,Summer,2012.0,Casual,Gini and Jony Boys Yellow 3/4 Length Pants,34053.jpg
106,5003,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Gini and Jony Girl's Arella Blue Kidswear,5003.jpg
107,11126,Women,Apparel,Bottomwear,Track Pants,Blue,Fall,2011.0,Sports,Urban Yoga Women Solid Blue Track Pants,11126.jpg
108,10000,Women,Apparel,Bottomwear,Skirts,White,Summer,2011.0,Casual,Palm Tree Girls Sp Jace Sko White Skirts,10000.jpg
109,51602,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2012.0,Casual,Wrangler Women Blue Molly Jeans,51602.jpg
110,44586,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2017.0,Casual,Lee Men Tino Blue Jeans,44586.jpg
111,4773,Women,Apparel,Bottomwear,Capris,Blue,Summer,2011.0,Sports,ADIDAS Women 3S Blue Capri,4773.jpg
112,40126,Boys,Apparel,Bottomwear,Shorts,White,Summer,2012.0,Casual,Gini and Jony Boys Boxer White Shorts,40126.jpg
113,12333,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Ep Jeans Blue Jeans,12333.jpg
114,15116,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Arrow Men TR Finish Grey Trousers,15116.jpg
115,49636,Women,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,Mineral Blue & White Skirt,49636.jpg
116,14659,Men,Apparel,Bottomwear,Trousers,Khaki,Fall,2011.0,Casual,Probase Men Solid LT.Khaki Trousers,14659.jpg
117,5458,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Summer,2011.0,Sports,Nike Men Training Knit Navy Blue Track Pant,5458.jpg
118,46814,Girls,Apparel,Bottomwear,Skirts,Pink,Summer,2012.0,Casual,Gini and Jony Girls Pink Skirt,46814.jpg
119,30894,Women,Apparel,Bottomwear,Patiala,White,Summer,2012.0,Ethnic,Fabindia Women Printed White & Blue Patiala,30894.jpg
120,48380,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Casual,French Connection Men Charcoal Trousers,48380.jpg
121,8949,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Indigo Nation Men ID Printed Grey Trousers,8949.jpg
122,39125,Women,Apparel,Bottomwear,Leggings,Purple,Fall,2012.0,Casual,Aneri Women Purple Leggings,39125.jpg
123,15129,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Arrow Sport Men Solid DK.Grey Trousers,15129.jpg
124,26139,Men,Apparel,Bottomwear,Trousers,Grey,Summer,2012.0,Formal,John Miller Men Grey Trousers,26139.jpg
125,29171,Girls,Apparel,Bottomwear,Skirts,Blue,Summer,2012.0,Casual,United Colors of Benetton Kids Girls Washed Blue Skirt,29171.jpg
126,40925,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Comics Blue Jeans,40925.jpg
127,36732,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Spykar Women Liana Blue Jeans,36732.jpg
128,5809,Women,Apparel,Bottomwear,Capris,Black,Summer,2011.0,Casual,Puma Women Black Capris,5809.jpg
129,34257,Men,Apparel,Bottomwear,Tracksuits,Charcoal,Summer,2013.0,Sports,Proline Men Charcoal Tracksuit,34257.jpg
130,9892,Men,Apparel,Bottomwear,Trousers,White,Fall,2011.0,Formal,Indian Terrain Men Laffer Off-White Trousers,9892.jpg
131,7134,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Urban Yoga Men Bottom Navy Yoga Pants,7134.jpg
132,5451,Men,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Sports,Nike Men's Tempo Blue Short,5451.jpg
133,13223,Men,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Palm Tree Kids Boys Washed Blue Shorts,13223.jpg
134,27016,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jealous 21 Women Washed Blue Jeans,27016.jpg
135,50382,Women,Apparel,Bottomwear,Salwar and Dupatta,Cream,Summer,2012.0,Ethnic,Vishudh Women Printed Cream Salwar and Dupatta,50382.jpg
136,56849,Men,Apparel,Bottomwear,Jeans,Navy Blue,Fall,2012.0,Casual,John Players Men Navy Regular Fit Jeans,56849.jpg
137,40110,Men,Apparel,Bottomwear,Tracksuits,Blue,Summer,2012.0,Casual,ADIDAS Men Blue Tracksuit,40110.jpg
138,10660,Women,Apparel,Bottomwear,Shorts,Blue,Fall,2011.0,Casual,Doodle Girl Hot shorts ice wash Blue Shorts,10660.jpg
139,15120,Men,Apparel,Bottomwear,Trousers,Charcoal,Fall,2011.0,Formal,Arrow Men Wooltouch Charcoal Trousers,15120.jpg
140,22590,Men,Apparel,Bottomwear,Shorts,Grey,Fall,2011.0,Sports,Nike Men Solid Grey Shorts,22590.jpg
141,29178,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,United Colors of Benetton Women Washed Blue Jeans,29178.jpg
142,30603,Boys,Apparel,Bottomwear,Shorts,Maroon,Summer,2012.0,Sports,Nike Boys Basketball Red Shorts,30603.jpg
143,50947,Women,Apparel,Bottomwear,Jeans,Blue,Summer,2013.0,Casual,Lee Womens Blue Jeggings,50947.jpg
144,27029,Women,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Jealous 21 Women Blue Capris,27029.jpg
145,39321,Girls,Apparel,Bottomwear,Capris,Blue,Summer,2012.0,Casual,Gini and Jony Girls Blue Capris,39321.jpg
146,41009,Girls,Apparel,Bottomwear,Jeans,Navy Blue,Summer,2012.0,Casual,Gini and Jony Girls Woven Navy Blue Jeans,41009.jpg
147,25914,Women,Apparel,Bottomwear,Leggings,Olive,Summer,2012.0,Casual,Femella Women Olive Leggings,25914.jpg
148,44923,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans,44923.jpg
149,39745,Boys,Apparel,Bottomwear,Shorts,Blue,Summer,2012.0,Casual,Gini Jony Boys Blue Shorts,39745.jpg
150,15749,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trousers,15749.jpg
151,3907,Women,Apparel,Bottomwear,Track Pants,Cream,Summer,2011.0,Casual,Urban Yoga Women's Fitted Yoga Cream Track Pant,3907.jpg
152,35940,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Flying Machine Women Viscose Black Capris,35940.jpg
153,30604,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Casual,Nike Men Classic Jersey Black Track Pants,30604.jpg
154,24204,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Deni Yo Men Skinny Fit Blue Jeans,24204.jpg
155,15127,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2012.0,Casual,Arrow Sport Men Solid  Brown Trousers,15127.jpg
156,31180,Girls,Apparel,Bottomwear,Leggings,White,Summer,2012.0,Casual,Gini and Jony Kids Leggings,31180.jpg
157,50385,Women,Apparel,Bottomwear,Salwar and Dupatta,Pink,Fall,2012.0,Ethnic,Vishudh Women Pink Salwar and Dupatta,50385.jpg
158,5456,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2011.0,Sports,Nike Men's Basic Woven Med Blue Short,5456.jpg
159,39319,Boys,Apparel,Bottomwear,Shorts,Beige,Summer,2012.0,Casual,Gini and Jony Boys Beige Shorts,39319.jpg
160,27011,Women,Apparel,Bottomwear,Capris,White,Summer,2012.0,Casual,Jealous 21 Women White Capris,27011.jpg
161,7133,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Urban Yoga Men Bottom Grey Yoga Pants,7133.jpg
162,8947,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Indigo Nation Men ID Printed Grey Trousers,8947.jpg
163,7557,Men,Apparel,Bottomwear,Shorts,Green,Summer,2011.0,Sports,Nike Men's Tempo 5 Green Short,7557.jpg
164,34250,Men,Apparel,Bottomwear,Shorts,Charcoal,Summer,2013.0,Sports,Proline Charcoal Grey Shorts,34250.jpg
165,14657,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Casual,Probase Men Solid DK.Grey Trousers,14657.jpg
166,44315,Men,Apparel,Bottomwear,Trousers,Blue,Summer,2012.0,Casual,Indian Terrain Men Blue Trousers,44315.jpg
167,15118,Men,Apparel,Bottomwear,Trousers,Black,Fall,2013.0,Formal,Arrow Men Stripes Black Trousers,15118.jpg
168,12759,Women,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Spykar Women Washed Blue Jeans,12759.jpg
169,33278,Boys,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Gini and Jony Boys Washed Blue Jeans,33278.jpg
170,11128,Men,Apparel,Bottomwear,Track Pants,Beige,Fall,2011.0,Sports,Urban Yoga Men Solid Beige Track Pants,11128.jpg
171,25913,Women,Apparel,Bottomwear,Leggings,Blue,Summer,2012.0,Casual,Femella Women Blue Leggings,25913.jpg
172,44924,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012.0,Casual,Jack & Jones Men Blue Jeans,44924.jpg
173,28630,Men,Apparel,Bottomwear,Track Pants,Grey,Summer,2012.0,Sports,Nike Men Pintuck Grey Track Pants,28630.jpg
174,20039,Women,Apparel,Bottomwear,Tights,Olive,Fall,2011.0,Casual,United Colors of Benetton Women Olive Floral Design Tights,20039.jpg
175,39326,Girls,Apparel,Bottomwear,Leggings,Black,Summer,2012.0,Casual,Gini and Jony Girls Black Leggings,39326.jpg
176,23089,Men,Apparel,Bottomwear,Trousers,Beige,Fall,2011.0,Casual,Arrow Men Beige Trousers,23089.jpg
177,28461,Women,Apparel,Bottomwear,Capris,Black,Summer,2012.0,Casual,Urban Yoga Women Black Capris,28461.jpg
178,4980,Women,Apparel,Bottomwear,Shorts,Blue,Summer,2011.0,Casual,Palm Tree Girl's Benita Blue Kidswear,4980.jpg
179,33815,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,Van Heusen Men Classic Pleated Black Trousers,33815.jpg
180,22369,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Casual,Highlander Men Solid Navy Blue Trouser,22369.jpg
181,29781,Men,Apparel,Bottomwear,Trousers,Charcoal,Summer,2013.0,Casual,Basics Men Steel Charcoal Trousers,29781.jpg
182,28495,Men,Apparel,Bottomwear,Track Pants,Black,Summer,2012.0,Sports,Urban Yoga Men Black Track Pants,28495.jpg
183,1608,Men,Apparel,Bottomwear,Track Pants,Blue,Fall,2010.0,Sports,Reebok Track Pants Jet Black,1608.jpg
184,30832,Women,Apparel,Bottomwear,Churidar,Blue,Summer,2012.0,Ethnic,Fabindia Women Printed Blue & Red Churidar,30832.jpg
185,27624,Men,Apparel,Bottomwear,Shorts,Cream,Summer,2012.0,Casual,Scullers Men Cream Shorts,27624.jpg
186,11346,Men,Apparel,Bottomwear,Jeans,Blue,Spring,2013.0,Casual,Lee Men Blue Zed Fit Jeans,11346.jpg
187,27416,Women,Apparel,Bottomwear,Capris,Grey Melange,Winter,2015.0,Casual,Jockey Women Grey Melange Relaxed Fit Capris 1306,27416.jpg
188,21385,Men,Apparel,Bottomwear,Track Pants,Navy Blue,Fall,2011.0,Casual,Manchester United Men Solid Navy Blue Track Pants,21385.jpg
189,13247,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Palm Tree Kids Boy Washed Blue Jeans,13247.jpg
190,16507,Men,Apparel,Bottomwear,Jeans,Blue,Fall,2011.0,Casual,Locomotive Men Washed Blue Jeans,16507.jpg
191,57137,Women,Apparel,Bottomwear,Trousers,Khaki,Summer,2012.0,Casual,Elle Women Khaki Trousers,57137.jpg
192,53751,Women,Apparel,Bottomwear,Track Pants,Mauve,Summer,2012.0,Casual,ADIDAS Women Mauve Track Pant,53751.jpg
193,26154,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Black Trousers,26154.jpg
194,12537,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011.0,Casual,Puma Men Solid Grey Track Pants,12537.jpg
195,10260,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,John Miller Men Line Grey Trousers,10260.jpg
196,10052,Women,Apparel,Bottomwear,Shorts,Black,Fall,2011.0,Casual,Puma Women Trunk Black Shorts,10052.jpg
197,23042,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,Arrow Men Navy Blue Trousers,23042.jpg
198,10258,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011.0,Formal,John Miller Men Line Navy Blue Trousers,10258.jpg
199,26508,Men,Apparel,Bottomwear,Trousers,Brown,Fall,2013.0,Casual,Arrow Sport Men Brown Trousers,26508.jpg
200,16369,Men,Apparel,Bottomwear,Trousers,Grey,Fall,2011.0,Formal,Peter England Men Solid Grey Trouser,16369.jpg
201,23045,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Casual,Arrow Woman Black Printed Jeggings,23045.jpg
202,12154,Women,Apparel,Bottomwear,Leggings,Black,Fall,2011.0,Ethnic,Aurelia Women Solid Black Leggings,12154.jpg
203,26153,Men,Apparel,Bottomwear,Trousers,Black,Summer,2012.0,Formal,John Miller Men Striped Black Trousers,26153.jpg
